pays,annee,pourcentage_victoire,but_mis,but_enc
Bulgaria,2001,52.17,1.4,1.2
Bulgaria,2002,50.0,1.2,1.2
Bulgaria,2003,55.56,1.3,0.7
Bulgaria,2004,43.48,1.5,1.1
Bulgaria,2005,33.33,1.6,1.6
Bulgaria,2006,45.0,1.6,1.4
Bulgaria,2007,55.0,1.4,0.8
Bulgaria,2008,55.56,1.3,0.8
Bulgaria,2009,47.06,1.7,1.4
Bulgaria,2010,36.84,1.4,1.3
Bulgaria,2011,16.67,0.4,1.4
Bulgaria,2012,22.22,0.6,1.2
Bulgaria,2013,38.89,1.2,0.9
Bulgaria,2014,40.0,1.4,1.1
Bulgaria,2015,30.77,0.9,1.4
Bulgaria,2016,40.0,1.1,2.1
Bulgaria,2017,46.67,1.3,2.0
Bulgaria,2018,46.67,1.2,1.1
Bulgaria,2019,27.78,0.9,1.6
Bulgaria,2020,11.11,0.7,1.7
Bulgaria,2021,19.05,0.9,1.5
Bulgaria,2022,15.79,0.9,1.7
Turkey,1931,50.0,1.5,2.5
Turkey,1932,33.33,1.7,2.7
Turkey,1933,0.0,2.0,3.0
Turkey,1936,0.0,3.0,3.0
Turkey,1937,0.0,2.0,3.0
Turkey,1938,0.0,1.0,3.0
Turkey,1947,100.0,3.0,1.0
Turkey,1948,60.0,1.8,1.0
Turkey,1949,62.5,2.2,1.0
Turkey,1950,71.43,3.1,1.7
Turkey,1951,57.14,2.0,2.0
Turkey,1952,33.33,0.8,1.8
Turkey,1953,25.0,1.2,2.0
Turkey,1954,33.33,1.5,2.3
Turkey,1955,40.0,1.6,2.4
Turkey,1956,33.33,1.5,1.3
Turkey,1957,28.57,1.1,1.1
Turkey,1958,42.86,0.9,0.9
Turkey,1959,42.86,0.9,0.7
Turkey,1960,50.0,1.8,1.0
Turkey,1961,44.44,1.1,1.4
Turkey,1962,42.86,0.9,1.3
Turkey,1963,27.27,0.7,1.2
Turkey,1964,14.29,0.9,1.1
Turkey,1965,28.57,1.2,2.2
Turkey,1966,25.0,0.9,1.9
Turkey,1967,30.77,1.0,1.1
Turkey,1968,23.08,0.8,2.1
Turkey,1969,33.33,1.3,2.4
Turkey,1970,54.55,2.0,1.5
Turkey,1971,33.33,1.0,2.1
Turkey,1972,25.0,0.6,2.2
Turkey,1973,40.0,1.4,0.6
Turkey,1974,38.46,1.4,1.0
Turkey,1975,23.08,0.9,2.0
Turkey,1976,15.38,1.2,1.8
Turkey,1977,25.0,1.2,1.4
Turkey,1978,20.0,0.8,1.5
Turkey,1979,27.27,0.7,1.3
Turkey,1980,41.67,1.2,1.3
Turkey,1981,18.18,0.9,2.2
Turkey,1982,12.5,0.1,2.8
Turkey,1983,25.0,0.8,2.1
Turkey,1984,26.32,0.8,2.0
Turkey,1985,15.79,0.5,1.9
Turkey,1986,8.33,0.2,1.6
Turkey,1987,22.22,0.8,2.2
Turkey,1988,27.27,1.4,2.1
Turkey,1989,45.45,1.5,1.1
Turkey,1990,27.27,0.7,1.5
Turkey,1991,0.0,0.4,1.8
Turkey,1992,21.05,1.0,1.7
Turkey,1993,40.0,1.3,1.7
Turkey,1994,30.77,1.4,1.7
Turkey,1995,52.38,1.6,1.0
Turkey,1996,53.57,1.5,1.0
Turkey,1997,40.91,1.5,1.3
Turkey,1998,35.71,1.5,1.6
Turkey,1999,38.46,1.3,1.2
Turkey,2000,35.29,1.1,1.0
Turkey,2001,40.91,1.3,1.0
Turkey,2002,52.38,1.8,0.7
Turkey,2003,44.0,1.5,1.0
Turkey,2004,39.29,1.4,1.2
Turkey,2005,52.17,1.8,1.1
Turkey,2006,54.17,1.9,1.0
Turkey,2007,40.0,1.6,1.0
Turkey,2008,42.86,1.5,1.1
Turkey,2009,46.15,1.5,1.1
Turkey,2010,50.0,1.4,1.0
Turkey,2011,50.0,1.2,0.9
Turkey,2012,40.91,1.3,1.1
Turkey,2013,45.83,1.6,1.2
Turkey,2014,50.0,1.7,1.4
Turkey,2015,60.0,1.8,1.0
Turkey,2016,56.52,1.3,0.7
Turkey,2017,43.48,1.2,1.2
Turkey,2018,33.33,1.2,1.3
Turkey,2019,47.83,1.4,0.7
Turkey,2020,45.0,1.6,0.9
Turkey,2021,37.5,1.8,1.6
Turkey,2022,54.55,2.2,1.4
Ghana,1950,100.0,1.0,0.0
Ghana,1951,50.0,0.5,2.5
Ghana,1952,0.0,0.0,5.0
Ghana,1953,100.0,1.0,0.0
Ghana,1954,66.67,1.0,1.0
Ghana,1955,75.0,2.5,0.8
Ghana,1956,60.0,2.6,1.4
Ghana,1957,40.0,2.2,2.4
Ghana,1958,50.0,3.2,2.5
Ghana,1959,66.67,4.0,2.3
Ghana,1960,66.67,3.4,1.4
Ghana,1961,53.33,2.6,1.0
Ghana,1962,60.0,3.1,0.7
Ghana,1963,75.0,3.6,0.6
Ghana,1964,87.5,3.2,0.6
Ghana,1965,86.67,4.2,1.2
Ghana,1966,75.0,3.9,1.2
Ghana,1967,50.0,2.4,1.3
Ghana,1968,57.89,2.1,1.3
Ghana,1969,66.67,2.9,1.1
Ghana,1970,45.45,2.5,0.8
Ghana,1971,36.36,1.7,1.1
Ghana,1972,30.0,2.5,1.7
Ghana,1973,30.77,1.6,1.6
Ghana,1974,38.46,1.3,1.3
Ghana,1975,54.55,2.0,0.9
Ghana,1976,55.56,2.0,1.1
Ghana,1977,55.56,1.9,1.1
Ghana,1978,69.23,2.2,0.8
Ghana,1979,60.0,2.0,1.0
Ghana,1980,42.86,1.4,1.0
Ghana,1981,46.15,1.5,1.2
Ghana,1982,46.15,1.7,1.1
Ghana,1983,57.14,1.7,0.9
Ghana,1984,61.54,1.4,0.9
Ghana,1985,42.31,1.2,1.0
Ghana,1986,40.0,1.2,0.8
Ghana,1987,52.63,1.5,0.6
Ghana,1988,33.33,1.0,0.9
Ghana,1989,23.08,0.6,1.2
Ghana,1990,33.33,0.7,0.7
Ghana,1991,54.55,1.3,0.5
Ghana,1992,60.0,1.4,0.6
Ghana,1993,58.33,1.4,1.0
Ghana,1994,50.0,1.4,1.2
Ghana,1995,48.0,1.2,1.1
Ghana,1996,37.5,1.0,1.2
Ghana,1997,24.32,0.9,1.5
Ghana,1998,32.0,1.0,1.2
Ghana,1999,58.82,1.4,0.6
Ghana,2000,50.0,1.6,1.0
Ghana,2001,37.5,1.4,1.2
Ghana,2002,28.0,1.0,1.2
Ghana,2003,27.27,1.2,1.2
Ghana,2004,29.41,1.5,1.0
Ghana,2005,46.67,1.5,0.5
Ghana,2006,52.38,1.6,0.8
Ghana,2007,47.62,1.5,1.1
Ghana,2008,52.0,1.6,1.1
Ghana,2009,48.15,1.6,1.1
Ghana,2010,39.13,1.2,1.0
Ghana,2011,45.45,1.1,0.8
Ghana,2012,50.0,1.5,0.7
Ghana,2013,53.12,1.8,1.0
Ghana,2014,54.29,1.7,0.9
Ghana,2015,52.94,1.4,0.8
Ghana,2016,46.15,1.4,0.8
Ghana,2017,33.33,1.3,0.9
Ghana,2018,42.11,1.6,0.9
Ghana,2019,50.0,1.3,0.5
Ghana,2020,46.15,1.3,0.7
Ghana,2021,50.0,1.3,0.8
Ghana,2022,30.0,1.0,1.0
Republic of Ireland,1930,100.0,3.5,0.5
Republic of Ireland,1931,33.33,1.3,2.3
Republic of Ireland,1932,33.33,1.0,2.0
Republic of Ireland,1933,100.0,2.0,0.0
Republic of Ireland,1934,0.0,2.7,4.3
Republic of Ireland,1935,0.0,2.0,3.7
Republic of Ireland,1936,37.5,2.5,2.2
Republic of Ireland,1937,55.56,2.7,1.7
Republic of Ireland,1938,50.0,2.1,2.0
Republic of Ireland,1939,28.57,2.0,2.1
Republic of Ireland,1940,0.0,1.7,1.7
Republic of Ireland,1946,33.33,0.7,1.3
Republic of Ireland,1947,40.0,1.0,1.6
Republic of Ireland,1948,20.0,0.8,1.8
Republic of Ireland,1949,27.27,1.0,1.6
Republic of Ireland,1950,30.0,1.3,2.0
Republic of Ireland,1951,40.0,1.8,2.4
Republic of Ireland,1952,28.57,1.0,3.0
Republic of Ireland,1953,25.0,1.5,2.8
Republic of Ireland,1954,66.67,2.3,1.2
Republic of Ireland,1955,57.14,1.6,1.4
Republic of Ireland,1956,62.5,2.1,1.4
Republic of Ireland,1957,66.67,2.2,1.3
Republic of Ireland,1958,16.67,1.5,2.2
Republic of Ireland,1959,33.33,1.7,2.2
Republic of Ireland,1960,62.5,1.8,1.8
Republic of Ireland,1961,33.33,1.3,2.8
Republic of Ireland,1962,14.29,1.4,3.3
Republic of Ireland,1963,50.0,1.8,1.3
Republic of Ireland,1964,44.44,1.6,2.0
Republic of Ireland,1965,30.0,1.2,2.3
Republic of Ireland,1966,30.0,0.7,1.7
Republic of Ireland,1967,33.33,0.9,1.7
Republic of Ireland,1968,14.29,1.1,1.6
Republic of Ireland,1969,0.0,0.8,1.9
Republic of Ireland,1970,0.0,0.5,2.0
Republic of Ireland,1971,0.0,0.6,2.6
Republic of Ireland,1972,33.33,1.3,2.4
Republic of Ireland,1973,33.33,1.3,1.6
Republic of Ireland,1974,27.27,1.2,1.4
Republic of Ireland,1975,44.44,1.6,1.1
Republic of Ireland,1976,44.44,1.8,1.1
Republic of Ireland,1977,30.0,1.1,0.9
Republic of Ireland,1978,18.18,0.9,1.1
Republic of Ireland,1979,26.67,1.3,1.5
Republic of Ireland,1980,41.18,1.5,1.3
Republic of Ireland,1981,42.86,1.6,1.5
Republic of Ireland,1982,23.08,1.2,2.2
Republic of Ireland,1983,33.33,1.8,1.8
Republic of Ireland,1984,41.67,1.3,1.0
Republic of Ireland,1985,18.75,0.5,1.1
Republic of Ireland,1986,18.75,0.8,1.0
Republic of Ireland,1987,53.33,1.3,0.6
Republic of Ireland,1988,61.11,1.5,0.4
Republic of Ireland,1989,55.56,1.3,0.3
Republic of Ireland,1990,62.5,1.5,0.2
Republic of Ireland,1991,50.0,1.7,0.6
Republic of Ireland,1992,44.44,1.6,0.9
Republic of Ireland,1993,55.0,1.6,1.0
Republic of Ireland,1994,66.67,1.8,0.8
Republic of Ireland,1995,52.94,1.4,0.9
Republic of Ireland,1996,30.0,1.2,1.4
Republic of Ireland,1997,23.81,1.5,1.2
Republic of Ireland,1998,25.0,1.4,1.0
Republic of Ireland,1999,43.75,1.2,0.8
Republic of Ireland,2000,45.0,1.4,1.0
Republic of Ireland,2001,55.0,2.0,0.8
Republic of Ireland,2002,61.11,2.0,0.8
Republic of Ireland,2003,57.89,1.6,0.9
Republic of Ireland,2004,58.33,1.2,0.6
Republic of Ireland,2005,50.0,1.0,0.5
Republic of Ireland,2006,37.5,1.2,1.1
Republic of Ireland,2007,33.33,1.4,1.2
Republic of Ireland,2008,36.84,1.2,0.8
Republic of Ireland,2009,30.0,1.0,1.0
Republic of Ireland,2010,33.33,1.2,1.1
Republic of Ireland,2011,56.52,1.7,0.7
Republic of Ireland,2012,50.0,1.5,1.0
Republic of Ireland,2013,34.62,1.3,1.2
Republic of Ireland,2014,36.0,1.6,1.0
Republic of Ireland,2015,40.0,1.6,1.0
Republic of Ireland,2016,45.45,1.4,0.9
Republic of Ireland,2017,37.5,1.2,1.1
Republic of Ireland,2018,20.0,0.7,1.2
Republic of Ireland,2019,31.58,0.9,0.9
Republic of Ireland,2020,27.78,0.8,0.8
Republic of Ireland,2021,20.0,1.0,0.8
Republic of Ireland,2022,33.33,1.5,0.8
Northern Ireland,1930,16.67,2.3,3.3
Northern Ireland,1931,25.0,2.2,2.5
Northern Ireland,1932,12.5,1.2,2.6
Northern Ireland,1933,16.67,0.7,2.3
Northern Ireland,1934,50.0,1.2,1.5
Northern Ireland,1935,20.0,1.2,2.2
Northern Ireland,1936,14.29,1.3,2.6
Northern Ireland,1937,16.67,1.3,3.0
Northern Ireland,1938,16.67,0.7,3.2
Northern Ireland,1939,25.0,0.5,3.0
Northern Ireland,1940,0.0,1.0,3.0
Northern Ireland,1945,0.0,0.0,1.0
Northern Ireland,1946,0.0,0.7,2.7
Northern Ireland,1947,40.0,1.6,2.0
Northern Ireland,1948,42.86,2.1,2.0
Northern Ireland,1949,14.29,1.9,4.3
Northern Ireland,1950,0.0,1.0,4.8
Northern Ireland,1951,0.0,0.7,2.7
Northern Ireland,1952,0.0,0.9,2.2
Northern Ireland,1953,0.0,1.1,2.6
Northern Ireland,1954,16.67,1.3,2.3
Northern Ireland,1955,33.33,1.3,2.0
Northern Ireland,1956,16.67,1.0,1.7
Northern Ireland,1957,20.0,1.2,1.0
Northern Ireland,1958,25.0,1.7,1.7
Northern Ireland,1959,25.0,1.9,2.5
Northern Ireland,1960,14.29,2.0,3.4
Northern Ireland,1961,9.09,1.6,3.3
Northern Ireland,1962,23.08,1.2,2.7
Northern Ireland,1963,27.27,1.2,2.8
Northern Ireland,1964,36.36,1.8,2.4
Northern Ireland,1965,46.15,1.8,1.8
Northern Ireland,1966,41.67,1.7,1.7
Northern Ireland,1967,37.5,1.2,1.2
Northern Ireland,1968,57.14,1.6,1.0
Northern Ireland,1969,33.33,1.3,1.2
Northern Ireland,1970,0.0,0.3,1.6
Northern Ireland,1971,36.36,1.1,1.0
Northern Ireland,1972,41.67,1.1,0.8
Northern Ireland,1973,30.77,0.8,0.9
Northern Ireland,1974,38.46,1.0,0.8
Northern Ireland,1975,41.67,0.8,0.8
Northern Ireland,1976,23.08,0.7,1.5
Northern Ireland,1977,14.29,0.7,1.9
Northern Ireland,1978,28.57,0.9,1.2
Northern Ireland,1979,28.57,0.7,1.5
Northern Ireland,1980,37.5,0.9,1.3
Northern Ireland,1981,42.86,0.9,0.6
Northern Ireland,1982,23.08,0.4,1.4
Northern Ireland,1983,37.5,0.7,1.1
Northern Ireland,1984,53.33,1.2,0.7
Northern Ireland,1985,41.67,1.0,0.6
Northern Ireland,1986,27.27,0.5,0.5
Northern Ireland,1987,20.0,0.6,1.3
Northern Ireland,1988,16.67,0.8,1.4
Northern Ireland,1989,16.67,0.8,1.4
Northern Ireland,1990,20.0,0.7,1.4
Northern Ireland,1991,36.36,1.5,1.4
Northern Ireland,1992,33.33,1.6,1.2
Northern Ireland,1993,35.71,1.1,1.1
Northern Ireland,1994,46.67,1.2,1.5
Northern Ireland,1995,40.0,1.5,1.6
Northern Ireland,1996,26.67,1.3,1.3
Northern Ireland,1997,12.5,0.7,1.1
Northern Ireland,1998,26.67,0.7,1.2
Northern Ireland,1999,28.57,0.6,1.8
Northern Ireland,2000,26.67,0.8,1.5
Northern Ireland,2001,33.33,1.2,1.3
Northern Ireland,2002,14.29,0.7,1.9
Northern Ireland,2003,0.0,0.1,1.4
Northern Ireland,2004,15.79,0.7,1.2
Northern Ireland,2005,23.81,1.0,1.5
Northern Ireland,2006,33.33,0.8,1.4
Northern Ireland,2007,47.06,1.2,1.1
Northern Ireland,2008,35.29,1.3,1.0
Northern Ireland,2009,29.41,1.1,1.1
Northern Ireland,2010,23.53,0.7,1.1
Northern Ireland,2011,11.11,0.6,1.7
Northern Ireland,2012,5.88,0.8,2.3
Northern Ireland,2013,6.67,0.8,2.0
Northern Ireland,2014,28.57,0.9,1.2
Northern Ireland,2015,46.67,1.2,0.7
Northern Ireland,2016,40.91,1.2,0.7
Northern Ireland,2017,45.45,1.1,0.6
Northern Ireland,2018,38.89,0.9,0.9
Northern Ireland,2019,42.11,1.1,1.4
Northern Ireland,2020,33.33,1.1,1.6
Northern Ireland,2021,20.0,0.8,1.2
Northern Ireland,2022,27.78,1.0,1.0
Ecuador,1938,40.0,2.0,3.0
Ecuador,1939,22.22,1.6,3.7
Ecuador,1940,0.0,1.0,4.5
Ecuador,1941,0.0,0.2,5.2
Ecuador,1942,0.0,0.5,5.2
Ecuador,1943,0.0,0.7,5.2
Ecuador,1945,0.0,1.5,4.5
Ecuador,1946,0.0,1.5,4.5
Ecuador,1947,0.0,0.4,2.4
Ecuador,1948,0.0,0.4,2.4
Ecuador,1949,14.29,1.0,3.0
Ecuador,1950,14.29,1.0,3.0
Ecuador,1953,0.0,0.2,2.2
Ecuador,1954,0.0,0.2,2.2
Ecuador,1955,0.0,0.8,4.4
Ecuador,1956,0.0,0.8,4.4
Ecuador,1957,0.0,1.2,3.8
Ecuador,1958,0.0,1.2,3.8
Ecuador,1959,20.0,1.2,2.2
Ecuador,1960,14.29,1.3,3.1
Ecuador,1961,0.0,1.5,5.5
Ecuador,1963,16.67,2.3,3.0
Ecuador,1964,16.67,2.3,3.0
Ecuador,1965,40.0,1.4,1.4
Ecuador,1966,28.57,1.4,1.7
Ecuador,1967,0.0,1.5,2.5
Ecuador,1969,20.0,1.2,1.8
Ecuador,1970,14.29,1.1,2.1
Ecuador,1971,0.0,1.0,3.0
Ecuador,1972,0.0,1.0,2.2
Ecuador,1973,7.14,1.0,1.7
Ecuador,1974,10.0,1.0,1.5
Ecuador,1975,25.0,1.4,1.6
Ecuador,1976,22.22,1.4,1.7
Ecuador,1977,27.27,1.0,1.5
Ecuador,1978,30.0,0.9,1.5
Ecuador,1979,37.5,1.1,1.4
Ecuador,1980,37.5,1.1,1.4
Ecuador,1981,16.67,0.5,2.3
Ecuador,1982,16.67,0.5,2.3
Ecuador,1983,0.0,0.7,1.7
Ecuador,1984,0.0,0.7,1.3
Ecuador,1985,20.0,1.3,1.6
Ecuador,1986,33.33,1.7,2.0
Ecuador,1987,12.5,0.8,1.5
Ecuador,1988,23.53,0.8,1.4
Ecuador,1989,26.09,0.9,1.2
Ecuador,1990,21.43,0.9,1.1
Ecuador,1991,37.5,1.5,1.4
Ecuador,1992,25.0,1.3,1.5
Ecuador,1993,31.82,1.4,1.0
Ecuador,1994,40.91,1.3,0.8
Ecuador,1995,42.86,1.1,1.1
Ecuador,1996,53.85,1.4,1.0
Ecuador,1997,48.57,1.4,1.0
Ecuador,1998,35.0,1.3,1.4
Ecuador,1999,21.43,1.1,1.5
Ecuador,2000,33.33,1.2,1.3
Ecuador,2001,42.86,1.3,1.1
Ecuador,2002,42.31,1.1,0.8
Ecuador,2003,39.13,1.0,1.0
Ecuador,2004,30.77,1.1,1.6
Ecuador,2005,37.5,1.3,1.5
Ecuador,2006,36.0,1.2,1.2
Ecuador,2007,23.08,1.3,1.7
Ecuador,2008,33.33,1.3,1.6
Ecuador,2009,36.36,1.0,1.1
Ecuador,2010,29.41,1.1,1.2
Ecuador,2011,33.33,1.4,1.1
Ecuador,2012,44.0,1.5,1.0
Ecuador,2013,42.86,1.5,1.1
Ecuador,2014,29.41,1.6,1.5
Ecuador,2015,57.14,2.0,1.3
Ecuador,2016,45.45,1.8,1.2
Ecuador,2017,27.27,1.5,1.5
Ecuador,2018,43.75,1.5,1.3
Ecuador,2019,38.89,1.3,1.3
Ecuador,2020,37.5,1.6,1.6
Ecuador,2021,40.91,1.5,1.2
Ecuador,2022,32.0,1.1,1.0
Senegal,1961,0.0,2.0,3.0
Senegal,1962,0.0,1.5,2.0
Senegal,1963,0.0,0.8,2.2
Senegal,1964,0.0,0.8,2.5
Senegal,1965,50.0,1.8,1.0
Senegal,1966,42.86,1.6,1.6
Senegal,1967,50.0,1.0,3.0
Senegal,1968,33.33,1.2,1.5
Senegal,1969,30.0,1.0,1.8
Senegal,1970,33.33,0.9,1.9
Senegal,1971,42.86,1.3,1.3
Senegal,1972,33.33,1.2,1.0
Senegal,1973,12.5,0.6,1.5
Senegal,1974,25.0,1.2,2.5
Senegal,1975,33.33,1.0,1.5
Senegal,1976,30.0,1.2,1.3
Senegal,1977,40.0,1.6,1.7
Senegal,1978,60.0,1.6,1.6
Senegal,1979,41.67,1.1,1.1
Senegal,1980,52.0,1.2,1.0
Senegal,1981,54.55,1.2,0.8
Senegal,1982,39.29,1.0,0.8
Senegal,1983,41.18,1.0,0.9
Senegal,1984,43.33,1.2,0.9
Senegal,1985,51.85,1.4,0.7
Senegal,1986,76.19,1.4,0.4
Senegal,1987,55.0,1.0,0.4
Senegal,1988,38.89,1.2,0.6
Senegal,1989,52.94,1.6,0.7
Senegal,1990,38.89,1.1,0.6
Senegal,1991,28.57,0.9,0.9
Senegal,1992,36.36,1.3,1.0
Senegal,1993,37.04,1.4,1.1
Senegal,1994,32.26,1.1,1.1
Senegal,1995,34.78,1.2,1.0
Senegal,1996,41.18,1.3,1.1
Senegal,1997,30.0,1.0,1.2
Senegal,1998,26.32,1.0,1.3
Senegal,1999,47.37,1.6,0.9
Senegal,2000,29.03,1.2,0.9
Senegal,2001,34.38,1.2,0.8
Senegal,2002,61.54,1.5,0.5
Senegal,2003,57.14,1.2,0.6
Senegal,2004,52.17,1.4,0.8
Senegal,2005,50.0,1.7,1.0
Senegal,2006,45.45,1.5,1.0
Senegal,2007,50.0,1.6,1.0
Senegal,2008,45.45,1.8,1.2
Senegal,2009,29.41,1.3,1.3
Senegal,2010,50.0,1.7,1.1
Senegal,2011,60.0,1.7,0.7
Senegal,2012,36.84,1.1,1.1
Senegal,2013,25.0,1.0,1.4
Senegal,2014,36.84,1.2,1.0
Senegal,2015,58.33,1.8,0.8
Senegal,2016,73.68,1.9,0.8
Senegal,2017,65.22,1.7,0.5
Senegal,2018,50.0,1.4,0.5
Senegal,2019,60.87,1.3,0.4
Senegal,2020,66.67,1.4,0.6
Senegal,2021,58.82,1.8,0.9
Senegal,2022,62.96,1.6,0.6
Algeria,1963,33.33,1.3,1.0
Algeria,1964,33.33,1.3,1.0
Algeria,1965,20.0,0.8,1.2
Algeria,1966,0.0,0.5,1.5
Algeria,1967,40.0,1.4,1.2
Algeria,1968,33.33,1.2,1.2
Algeria,1969,33.33,1.1,1.1
Algeria,1970,50.0,1.2,1.1
Algeria,1971,25.0,1.0,1.2
Algeria,1972,57.14,1.5,1.1
Algeria,1973,57.14,2.0,1.0
Algeria,1974,40.0,2.1,0.9
Algeria,1975,25.0,1.5,1.6
Algeria,1976,30.77,0.8,1.7
Algeria,1977,33.33,0.9,1.3
Algeria,1978,28.57,1.0,0.9
Algeria,1979,36.36,1.0,0.8
Algeria,1980,45.45,1.5,1.5
Algeria,1981,52.63,2.0,1.2
Algeria,1982,61.11,1.8,0.8
Algeria,1983,57.14,1.7,1.0
Algeria,1984,50.0,2.0,1.3
Algeria,1985,42.31,1.5,1.1
Algeria,1986,37.04,1.3,1.0
Algeria,1987,36.84,1.2,1.0
Algeria,1988,37.5,1.6,0.8
Algeria,1989,34.62,1.2,0.6
Algeria,1990,51.85,1.3,0.4
Algeria,1991,60.0,1.8,0.6
Algeria,1992,31.58,1.1,0.9
Algeria,1993,31.58,1.2,1.0
Algeria,1994,28.57,1.2,0.9
Algeria,1995,29.41,1.2,0.9
Algeria,1996,45.0,1.4,1.0
Algeria,1997,42.86,1.1,0.9
Algeria,1998,33.33,0.9,0.9
Algeria,1999,36.36,1.3,1.0
Algeria,2000,33.33,1.6,1.1
Algeria,2001,34.38,1.4,1.3
Algeria,2002,37.5,1.4,1.2
Algeria,2003,42.86,1.4,0.8
Algeria,2004,26.92,1.1,1.1
Algeria,2005,14.29,1.0,1.6
Algeria,2006,30.77,0.9,1.2
Algeria,2007,35.71,1.1,1.4
Algeria,2008,41.18,1.4,1.2
Algeria,2009,58.82,1.2,0.6
Algeria,2010,42.86,0.8,1.2
Algeria,2011,33.33,0.7,1.4
Algeria,2012,66.67,1.7,0.8
Algeria,2013,60.0,1.6,0.8
Algeria,2014,68.18,1.6,0.8
Algeria,2015,68.18,2.1,0.9
Algeria,2016,52.63,2.6,1.1
Algeria,2017,45.0,2.3,1.2
Algeria,2018,36.36,1.6,1.4
Algeria,2019,56.0,1.5,0.9
Algeria,2020,68.42,1.7,0.6
Algeria,2021,70.0,3.0,0.8
Algeria,2022,66.67,2.6,0.7
Morocco,1958,100.0,3.0,1.0
Morocco,1959,100.0,3.0,1.0
Morocco,1960,25.0,1.2,2.8
Morocco,1961,33.33,1.2,1.7
Morocco,1962,33.33,1.2,1.5
Morocco,1963,37.5,1.5,2.0
Morocco,1964,50.0,1.8,1.8
Morocco,1965,20.0,0.4,0.4
Morocco,1966,40.0,0.8,0.9
Morocco,1967,50.0,1.2,2.0
Morocco,1968,33.33,0.7,1.7
Morocco,1969,31.25,0.9,0.9
Morocco,1970,31.25,1.1,1.1
Morocco,1971,50.0,2.0,1.5
Morocco,1972,28.57,1.1,1.1
Morocco,1973,37.5,1.3,1.3
Morocco,1974,54.55,1.4,0.7
Morocco,1975,57.14,1.3,0.1
Morocco,1976,60.0,1.6,0.7
Morocco,1977,50.0,1.7,1.1
Morocco,1978,35.71,1.4,1.4
Morocco,1979,40.0,1.0,1.4
Morocco,1980,57.14,1.5,0.8
Morocco,1981,51.52,1.5,0.9
Morocco,1982,37.5,1.5,1.2
Morocco,1983,18.18,0.9,0.9
Morocco,1984,38.46,1.4,0.8
Morocco,1985,52.94,1.4,0.5
Morocco,1986,33.33,0.8,0.5
Morocco,1987,11.11,0.7,1.1
Morocco,1988,38.46,1.2,0.9
Morocco,1989,33.33,1.0,0.8
Morocco,1990,33.33,1.0,0.6
Morocco,1991,46.15,1.5,0.7
Morocco,1992,37.5,1.4,0.8
Morocco,1993,57.14,1.5,0.5
Morocco,1994,52.17,1.3,0.7
Morocco,1995,37.5,1.1,0.8
Morocco,1996,62.5,2.3,0.5
Morocco,1997,76.19,2.5,0.5
Morocco,1998,65.22,1.8,0.6
Morocco,1999,50.0,1.4,1.0
Morocco,2000,47.83,0.9,1.1
Morocco,2001,45.16,0.9,0.8
Morocco,2002,51.85,1.4,0.7
Morocco,2003,61.9,1.5,0.6
Morocco,2004,56.0,1.4,0.5
Morocco,2005,52.17,1.7,0.7
Morocco,2006,47.37,1.4,0.6
Morocco,2007,47.37,1.4,0.6
Morocco,2008,63.64,2.1,0.9
Morocco,2009,50.0,1.9,1.0
Morocco,2010,25.0,0.8,0.9
Morocco,2011,50.0,1.4,0.5
Morocco,2012,31.58,1.2,1.2
Morocco,2013,21.74,1.0,1.3
Morocco,2014,36.0,1.6,1.0
Morocco,2015,50.0,1.8,0.8
Morocco,2016,52.17,1.5,0.5
Morocco,2017,53.57,1.5,0.5
Morocco,2018,68.97,1.9,0.5
Morocco,2019,60.71,1.6,0.6
Morocco,2020,41.18,1.2,0.8
Morocco,2021,81.25,2.4,0.3
Morocco,2022,75.0,2.1,0.6
Saudi Arabia,1963,0.0,0.0,7.0
Saudi Arabia,1964,0.0,0.0,7.0
Saudi Arabia,1967,100.0,4.0,0.0
Saudi Arabia,1968,100.0,4.0,0.0
Saudi Arabia,1969,0.0,1.0,2.0
Saudi Arabia,1970,0.0,0.8,1.5
Saudi Arabia,1971,0.0,0.7,1.3
Saudi Arabia,1972,75.0,3.0,0.8
Saudi Arabia,1973,75.0,3.0,0.8
Saudi Arabia,1974,66.67,1.8,1.0
Saudi Arabia,1975,50.0,1.7,1.0
Saudi Arabia,1976,28.57,1.2,1.5
Saudi Arabia,1977,20.0,0.8,1.9
Saudi Arabia,1978,0.0,0.0,2.5
Saudi Arabia,1979,50.0,2.3,0.7
Saudi Arabia,1980,42.86,2.0,1.1
Saudi Arabia,1981,40.91,1.3,1.5
Saudi Arabia,1982,42.86,1.1,1.2
Saudi Arabia,1983,42.86,1.1,0.7
Saudi Arabia,1984,61.9,2.1,1.0
Saudi Arabia,1985,53.33,1.8,1.0
Saudi Arabia,1986,33.33,1.2,1.1
Saudi Arabia,1987,33.33,1.2,1.1
Saudi Arabia,1988,33.33,1.0,1.0
Saudi Arabia,1989,36.36,1.0,1.0
Saudi Arabia,1990,44.44,1.2,1.0
Saudi Arabia,1992,52.94,1.6,0.9
Saudi Arabia,1993,61.11,2.1,0.8
Saudi Arabia,1994,56.1,1.8,1.0
Saudi Arabia,1995,36.67,1.2,1.4
Saudi Arabia,1996,46.88,1.7,1.2
Saudi Arabia,1997,60.0,1.8,0.9
Saudi Arabia,1998,60.0,1.8,0.9
